ID= 11730533 AllEvt= 4239.000000 AllEvtErr= 65.107594 SelEvt= 21.000000  SelEvtErr= 4.582575 AllEvtnoweight= 4239.000000 SelEvtnoweight= 21.000000 Eff(weight)= 0.004954 Eff(noweight)= 0.004954 Nfile= 409 
ID= 11910333 AllEvt= 60397.000000 AllEvtErr= 245.757942 SelEvt= 138.000000  SelEvtErr= 11.747331 AllEvtnoweight= 60397.000000 SelEvtnoweight= 138.000000 Eff(weight)= 0.002285 Eff(noweight)= 0.002285 Nfile= 413 
ID= 11910433 AllEvt= 136558.000000 AllEvtErr= 369.537694 SelEvt= 344.000000  SelEvtErr= 18.547216 AllEvtnoweight= 136558.000000 SelEvtnoweight= 344.000000 Eff(weight)= 0.002519 Eff(noweight)= 0.002519 Nfile= 414 
ID= 11930533 AllEvt= 47966.000000 AllEvtErr= 219.011441 SelEvt= 105.000000  SelEvtErr= 10.246945 AllEvtnoweight= 47966.000000 SelEvtnoweight= 105.000000 Eff(weight)= 0.002189 Eff(noweight)= 0.002189 Nfile= 413 
ID= 12010333 AllEvt= 18594.000000 AllEvtErr= 136.359806 SelEvt= 64.000000  SelEvtErr= 7.999997 AllEvtnoweight= 18594.000000 SelEvtnoweight= 64.000000 Eff(weight)= 0.003442 Eff(noweight)= 0.003442 Nfile= 411 
ID= 12010433 AllEvt= 42311.000000 AllEvtErr= 205.696413 SelEvt= 110.000000  SelEvtErr= 10.488080 AllEvtnoweight= 42311.000000 SelEvtnoweight= 110.000000 Eff(weight)= 0.002600 Eff(noweight)= 0.002600 Nfile= 411 
ID= 12030533 AllEvt= 14908.000000 AllEvtErr= 122.098298 SelEvt= 28.000000  SelEvtErr= 5.291503 AllEvtnoweight= 14908.000000 SelEvtnoweight= 28.000000 Eff(weight)= 0.001878 Eff(noweight)= 0.001878 Nfile= 412 
ID= 12110333 AllEvt= 14217.000000 AllEvtErr= 119.235039 SelEvt= 54.000000  SelEvtErr= 7.348469 AllEvtnoweight= 14217.000000 SelEvtnoweight= 54.000000 Eff(weight)= 0.003798 Eff(noweight)= 0.003798 Nfile= 412 
ID= 12110433 AllEvt= 32277.000000 AllEvtErr= 179.657981 SelEvt= 98.000000  SelEvtErr= 9.899490 AllEvtnoweight= 32277.000000 SelEvtnoweight= 98.000000 Eff(weight)= 0.003036 Eff(noweight)= 0.003036 Nfile= 413 
ID= 12130533 AllEvt= 11067.000000 AllEvtErr= 105.199790 SelEvt= 35.000000  SelEvtErr= 5.916080 AllEvtnoweight= 11067.000000 SelEvtnoweight= 35.000000 Eff(weight)= 0.003163 Eff(noweight)= 0.003163 Nfile= 412 
ID= 12210333 AllEvt= 10782.000000 AllEvtErr= 103.836398 SelEvt= 32.000000  SelEvtErr= 5.656853 AllEvtnoweight= 10782.000000 SelEvtnoweight= 32.000000 Eff(weight)= 0.002968 Eff(noweight)= 0.002968 Nfile= 412 
ID= 12210433 AllEvt= 24585.000000 AllEvtErr= 156.796037 SelEvt= 79.000000  SelEvtErr= 8.888193 AllEvtnoweight= 24585.000000 SelEvtnoweight= 79.000000 Eff(weight)= 0.003213 Eff(noweight)= 0.003213 Nfile= 414 
ID= 12230533 AllEvt= 8670.000000 AllEvtErr= 93.112851 SelEvt= 25.000000  SelEvtErr= 4.999999 AllEvtnoweight= 8670.000000 SelEvtnoweight= 25.000000 Eff(weight)= 0.002884 Eff(noweight)= 0.002884 Nfile= 410 
ID= 30530533 AllEvt= 385685.000000 AllEvtErr= 621.035424 SelEvt= 1104.000000  SelEvtErr= 33.226480 AllEvtnoweight= 385685.000000 SelEvtnoweight= 1104.000000 Eff(weight)= 0.002862 Eff(noweight)= 0.002862 Nfile= 414 
